game.id,details.name,details.yearpublished,game.type,attributes.boardgamecategory,price.prices,details.maxplayers,details.minplayers,details.maxplaytime,details.playingtime,details.minplaytime,details.minage
1880,Armour Quest: Quæstro,1995,boardgame,"Adventure,Dice,Exploration,Fantasy",,5,2,120,120,120,10
1881,Atmosfear: The Harbingers,1995,boardgame,"Dice,Fantasy,Maze,Racing",207.96,6,3,60,60,60,10
1882,Blazing Camels,2000,boardgame,"Arabian,Racing",,7,3,30,30,30,8
1883,Cataphract,1999,boardgame,"Ancient,Wargame",,2,2,360,360,360,12
1884,Fireside Football,1996,boardgame,Sports,,6,3,240,240,240,12
1885,How Much for the Camel?,1999,boardgame,Arabian,,9,3,30,30,30,10
1887,Legend of the Five Rings,1995,boardgame,"Card Game,Collectible Components,Fantasy,Fighting,Medieval",,8,2,45,45,45,12
1889,Office Politics,1995,boardgame,Political,,6,2,120,120,120,11
1890,Plateau,1986,boardgame,"Abstract Strategy,Bluffing,Deduction",,2,2,45,45,45,8
1891,Portal,1997,boardgame,"Card Game,Collectible Components,Fantasy","40.00, 1,500",2,2,30,30,30,13
1893,Traffic Lights,1992,boardgame,Abstract Strategy,,2,2,10,10,10,0
1894,War Galley,1999,boardgame,"Ancient,Nautical,Wargame","60, 80",2,2,360,360,360,14
1895,Salamis,1999,boardgameexpansion,"Ancient,Expansion for Base-game,Nautical,Wargame",59,2,2,360,360,360,12
1896,The American Dream Game,1979,boardgame,"Economic,Negotiation",10,4,2,60,60,60,10
1897,Starfarers of Catan,1999,boardgame,"Exploration,Negotiation,Science Fiction,Space Exploration","299.99, 129, 89",4,3,120,120,120,12
1898,Friesematenten,1998,boardgame,"Card Game,Collectible Components",,4,2,60,60,60,14
1899,13 Dead End Drive,1993,boardgame,"Bluffing,Deduction,Murder/Mystery",224.99,4,2,45,45,45,9
1900,Raid on the Mall,2000,boardgameexpansion,"Expansion for Base-game,Fighting,Horror,Zombies",3,6,2,120,120,120,12
1901,Star Fleet Battle Force,2001,boardgame,"Card Game,Science Fiction,Wargame",,6,1,90,90,90,8
1902,Mad Scientist,2000,boardgame,"Card Game,Science Fiction","14, 14",4,2,30,30,30,10
1903,Robert Ludlum's Game of Counter Espionage,1988,boardgame,"Bluffing,Deduction,Spies/Secret Agents",5,6,3,60,60,60,0
1904,Babylon 5 Component Game System: Reinforcements Pack #1,1998,boardgameexpansion,"Card Game,Economic,Expansion for Base-game,Exploration,Movies / TV / Radio theme,Negotiation,Political,Science Fiction,Wargame",,6,2,120,120,120,10
1907,International Movie Maker,1968,boardgame,Movies / TV / Radio theme,,6,2,90,90,90,8
1908,G.O.O.T.M.U.,1992,boardgame,Maze,15,6,2,60,60,60,12
1909,Nomadi,1995,boardgame,"Dice,Racing",15,5,2,60,60,60,10
1910,Venice Connection,1988,boardgame,Puzzle,,2,2,10,10,10,10
1911,Hollywood for Sale,1994,boardgame,"Bluffing,Card Game",,6,3,20,20,20,12
1912,World Cup Tournament Football,1993,boardgame,"Bluffing,Card Game,Sports",30,10,2,60,60,60,10
1913,Transsib,1996,boardgame,"Abstract Strategy,Bluffing,Mafia,Trains","49, 50",5,3,90,90,90,0
1914,Im 7. Himmel,1989,boardgame,"Abstract Strategy,Fantasy","12, 15",6,2,60,60,60,8
1915,Middle-Earth,1995,boardgame,"Adventure,Card Game,Collectible Components,Exploration,Fantasy,Fighting,Novel-based","50.00, 75",5,1,90,90,90,12
1916,Shuttles,1973,boardgame,"Abstract Strategy,Maze,Racing",20,2,2,20,20,20,8
1917,Stratego,1944,boardgame,"Abstract Strategy,Bluffing,Deduction,Fighting,Memory,Napoleonic,Wargame","24.99, 64.00, 21",2,2,45,45,45,8
1918,REM,1984,boardgame,Card Game,,6,2,20,20,20,0
1919,D-Day (3rd edition),1977,boardgame,"Wargame,World War II","20, 25, 40",2,2,180,180,180,12
1920,The Business Game,1965,boardgame,"Economic,Transportation",,6,2,90,90,90,8
1921,Sovereign of the Seas,1979,boardgame,"Adventure,Nautical,Transportation","25, 15, 22",6,2,120,120,120,10
1923,MindTrap,1991,boardgame,"Deduction,Party Game","29.99, 69.99, 4, 12, 3",16,2,60,60,60,12
1924,Maloney's Inheritance,1988,boardgame,Transportation,15,6,3,45,45,45,12
1925,Krystal,1989,boardgame,"Adventure,Fantasy,Fighting",25,6,2,120,120,120,8
1927,Munchkin,2001,boardgame,"Card Game,Fantasy,Fighting,Humor","24.99, 15.10, 13, 15",6,3,120,120,60,10
1928,Dark Continent,2000,boardgame,"Economic,Print & Play",,5,2,180,180,180,12
1929,Bushido Denied,2000,boardgame,"Fighting,Wargame,World War II",12,2,2,240,240,240,12
1930,Anti-Monopoly III: Washington-Moskau,1987,boardgame,"Negotiation,Political",,6,2,120,120,120,10
1931,Anti-Monopoly,1973,boardgame,Economic,"31.24, 17.86, 8",6,2,120,120,120,8
1932,Anti-Monopoly II,1977,boardgame,Economic,"10, 15, 10",6,2,120,120,120,8
1933,Key to the Kingdom,1990,boardgame,"Adventure,Children's Game,Dice,Fantasy","10, 40",6,2,45,45,45,8
1934,Up & Down,1996,boardgame,Card Game,,6,2,60,60,60,10
1935,Puls,1999,boardgame,"Card Game,Real-time",5,6,3,20,20,20,10
1936,Paparazzo,1994,boardgame,Card Game,20,5,3,45,45,45,10
1937,Lao Pengh,1999,boardgame,Card Game,8,6,2,20,20,20,10
1938,XXL,1996,boardgame,"Card Game,Number",,6,1,30,30,30,8
1939,Kismet,1997,boardgame,"Card Game,Dice",,8,3,15,15,15,8
1940,Sindbad,1990,boardgame,"Adventure,Arabian,Economic,Fighting","23, 50, 75",5,2,60,60,60,10
1941,Sjörövarön,1955,boardgame,"Adventure,Children's Game,Dice,Pirates",,6,2,60,60,60,8
1942,Foppen,1995,boardgame,Card Game,,6,3,20,20,20,8
1943,This Game is Bonkers!,1978,boardgame,"Children's Game,Racing","8, 10",4,2,10,10,10,8
1944,Mogelei,1995,boardgame,"Bluffing,Card Game",,8,3,30,30,30,10
1945,Ultimatum,1985,boardgame,Wargame,24,6,3,180,180,180,14
1946,Ali Baba,1993,boardgame,"Arabian,Fantasy",,6,2,90,90,90,10
1947,Robin Hood,1991,boardgame,"Adventure,Medieval",,6,2,60,60,60,12
1948,Pratmakarna,1999,boardgame,"Party Game,Word Game",,8,4,45,45,45,12
1949,Okänd planet,0,boardgame,"Adventure,Exploration,Science Fiction",,6,2,60,60,60,9
1950,The Mysteries of Peking,1987,boardgame,"Deduction,Murder/Mystery",,6,2,30,30,30,8
1951,Online,1995,boardgame,Word Game,,4,2,30,30,30,9
1952,Long Short,1982,boardgame,"Bluffing,Economic",,6,2,60,60,60,12
1953,Mystic War,1992,boardgame,"Card Game,Fantasy","13, 14",8,3,90,90,90,10
1954,Kalahen,1989,boardgame,"Adventure,Exploration,Fantasy,Fighting",10,6,3,120,120,120,12
1955,Star Wars Episode I: Attack on Naboo,1999,boardgame,"Dice,Fighting,Movies / TV / Radio theme,Science Fiction",,4,2,45,45,45,10
1956,Game of Dracula,1977,boardgame,"Children's Game,Horror,Novel-based","20, 20",4,2,60,60,60,7
1958,The Game of Nations,1973,boardgame,"Economic,Political",9,4,2,120,120,120,12
1959,Myst,1998,boardgame,"Puzzle,Video Game Theme","18, 13, 5",6,2,30,30,30,10
1960,Last Word,1985,boardgame,Word Game,8,4,2,90,90,90,10
1961,5 Alive,1990,boardgame,Card Game,,7,2,30,30,30,7
1962,Tribond,1989,boardgame,"Party Game,Trivia,Word Game","24.99, 30.00, 30, 6, 8",15,2,60,60,60,12
1963,Risk 'n' Roll 2000,1999,boardgame,Dice,"8, 10",6,2,20,20,20,10
1964,Campaign,1971,boardgame,"Napoleonic,Wargame",,4,2,120,120,120,10
1965,Mertwig's Maze,1988,boardgame,"Adventure,Exploration,Fantasy,Fighting,Maze",40,6,2,100,100,100,10
1966,RoboRally: Radioactive,1998,boardgameexpansion,"Expansion for Base-game,Racing,Science Fiction","150, 150",8,2,120,120,120,12
1967,RoboRally: Grand Prix,1997,boardgameexpansion,"Expansion for Base-game,Racing,Science Fiction","5,000, 145",8,2,120,120,120,12
1968,RoboRally: Crash and Burn,1997,boardgameexpansion,"Expansion for Base-game,Racing,Science Fiction","200, 190",8,2,120,120,120,12
1969,Point Of Law,1972,boardgame,Party Game,8,12,2,60,60,60,10
1970,Oh-Wah-Ree,1964,boardgame,Abstract Strategy,"10, 10, 15",4,2,30,30,30,8
1971,Bump,1990,boardgame,Card Game,,4,2,20,20,20,0
1972,Game of the Year,1989,boardgame,,,6,2,60,60,60,12
1973,Outburst Junior,1989,boardgame,"Children's Game,Trivia,Word Game",30,8,2,30,30,30,7
1974,Das GROSSE und das kleine A,1996,boardgame,Card Game,20,9,3,45,45,45,10
1975,Stamp,1992,boardgame,Card Game,6,6,3,30,30,30,8
1976,Beutezug,1989,boardgame,Card Game,,6,2,30,30,30,6
1977,Tor,1995,boardgame,"Card Game,Sports",,2,2,20,20,20,8
1978,Rasant,1993,boardgame,"Card Game,Racing",,5,3,30,30,30,6
1979,Da Capo!,1993,boardgame,Card Game,,6,2,30,30,30,8
1980,Gold am Yukon,1990,boardgame,"Children's Game,Dice",,6,3,45,45,45,6
1981,Schwarzmarkt,1996,boardgame,"Card Game,Economic",12,5,3,45,45,45,12
1982,Black Spy,1981,boardgame,"Card Game,Spies/Secret Agents",10,6,3,45,45,45,14
1983,Frontier-6,1980,boardgame,"American West,Economic",,6,2,60,60,60,10
1984,Material World,1995,boardgame,"Economic,Transportation,Wargame",30,5,2,240,240,240,12
1985,Overturn,1987,boardgame,"Puzzle,Word Game","15, 10",2,2,10,10,10,8
1986,Spy Alley,1992,boardgame,"Bluffing,Deduction,Spies/Secret Agents","36.99, 29.99, 10, 12",6,2,45,45,45,8
1987,Emperor of China,1972,boardgame,"Ancient,Negotiation,Wargame","8, 30",5,2,60,60,60,10
1988,Outlaw Trail: The Western Game,1972,boardgame,American West,10,8,2,60,60,60,0
1989,The Peter Principle Game,1973,boardgame,Humor,"10, 30",4,2,60,60,60,12
1990,The Great Canadian Pie,1977,boardgame,"Economic,Negotiation,Political",,9,4,120,120,120,10
1991,Ace of Aces: Jet Eagles,1990,boardgame,"Aviation / Flight,Modern Warfare,Wargame","25, 25",2,2,20,20,20,10
1992,Stop Thief,1979,boardgame,"Deduction,Electronic","399.99, 90, 100",4,2,30,30,30,10
1993,Troke,1956,boardgame,Abstract Strategy,"10, 25",4,2,30,30,30,10
1994,Distant Seas,1992,boardgame,"Economic,Nautical,Transportation","27, 30, 40",4,2,120,120,120,12
1995,"Excuses, Excuses",1981,boardgame,Transportation,,6,2,90,90,90,8
1996,Face Off,1974,boardgame,"Negotiation,Sports",,4,2,120,120,120,8
1997,Zargo's Lords,1979,boardgame,"Fantasy,Wargame",,4,2,120,120,120,12
1998,Tutankhamen's Revenge,1990,boardgame,"Ancient,Children's Game,Memory",,6,2,30,30,30,8
1999,Utmaningen,1995,boardgame,,,6,2,90,90,90,9
2000,True or False,1994,boardgame,Trivia,,6,2,60,60,60,12
2001,Trivial Pursuit: Family Edition,1993,boardgame,"Children's Game,Party Game,Trivia",84.99,36,2,90,90,90,12
2002,Magical Maze,1994,boardgame,"Children's Game,Fantasy,Maze,Memory",,4,2,20,20,20,6
2003,Spectrangle,1989,boardgame,Abstract Strategy,"15, 15",4,1,45,45,45,8
2004,Titanic: The Board Game,1998,boardgame,Nautical,7,6,2,90,90,90,7
2005,Primordial Soup: Freshly Spiced,1998,boardgameexpansion,Expansion for Base-game,149.95,6,3,90,90,90,12
2006,Jati,1965,boardgame,Abstract Strategy,995,4,2,20,20,20,9
2007,Votum,1987,boardgame,Political,7,6,4,0,0,0,14
2008,Verflixt und Zugesperrt,1998,boardgame,,,4,2,0,0,0,10
2009,Tweedledum: The New Adventures with Alice in Wonderland,1988,boardgame,Novel-based,,5,2,60,60,60,8
2011,Top Banana,1999,boardgame,Animals,,4,2,30,30,30,8
2012,Titanic,1998,boardgame,,,4,2,60,60,60,7
2013,Till Eulenspiegel,1987,boardgame,"Children's Game,Memory",,5,2,15,15,15,5
2014,Thrill,1996,boardgame,Action / Dexterity,,6,2,20,20,20,0
2015,Das Magische Hexagon,1994,boardgame,Abstract Strategy,,2,2,60,60,60,12
2016,The Gothic Game,1992,boardgame,"Horror,Humor","165, 200, 250",8,2,0,0,0,10
2017,Tempo,1974,boardgame,Racing,,6,2,30,30,20,8
2018,Tango,1991,boardgame,Card Game,,6,2,15,15,15,8
2019,Talking Stones,1997,boardgame,Party Game,,8,3,30,30,30,0
2020,Steinbeisser,1999,boardgame,,25,6,2,0,0,0,7
2021,Spirit,1990,boardgame,"Card Game,Fantasy",,6,3,45,45,45,10
2025,Frag,2001,boardgame,"Fighting,Science Fiction,Video Game Theme","34.99, 118.11, 35, 10, 10",6,2,30,30,30,10
2026,Um Kopf und Kragen,1996,boardgame,"Card Game,Dice",,7,3,30,30,30,10
2027,Der Schatz des Pharaos,1996,boardgame,"Ancient,Card Game",,6,2,30,30,30,8
2028,Sokrates,1994,boardgame,Card Game,,4,2,20,20,20,8
2029,Top Secret,1995,boardgame,"Bluffing,Card Game",,6,2,20,20,20,8
2030,"Twinkle, Twinkle, Little Star",1999,boardgame,Children's Game,"9, 13",4,2,20,20,20,3
2031,Starship Command,1991,boardgame,"Aviation / Flight,Card Game,Science Fiction","37, 30",8,2,45,45,45,0
2032,Now You See It,1975,boardgame,"Movies / TV / Radio theme,Word Game",,4,3,60,60,60,0
2033,Reporter,1976,boardgame,Children's Game,,4,2,45,45,45,8
2034,Eye Guess,1966,boardgame,"Memory,Movies / TV / Radio theme,Trivia",19,5,3,60,60,60,10
2035,The Joker's Wild,1973,boardgame,"Movies / TV / Radio theme,Trivia",,0,3,30,30,30,8
2036,Time: The Game,1979,boardgame,Trivia,"5, 12",4,2,120,120,120,8
2037,Triology,1994,boardgame,Card Game,"19.99, 12.95",4,2,60,60,60,8
2038,Skirrid,1977,boardgame,Abstract Strategy,10,6,2,45,45,45,8
2039,Barrier,1975,boardgame,Abstract Strategy,8,2,2,20,20,20,8
2040,Trippples,1972,boardgame,Abstract Strategy,"12, 15",4,2,20,20,20,8
2041,They're at the Post,1975,boardgame,"Racing,Sports",22,100,1,60,60,60,10
2043,Shogun,1976,boardgame,Abstract Strategy,10,2,2,10,10,10,8
2044,"Non-Violent, Politically-Correct War",1996,boardgame,"Card Game,Negotiation","4, 9, 9",4,2,30,30,30,4
2045,Nomad,2001,boardgame,"Civilization,Exploration,Farming,Fighting,Political,Prehistoric",,5,2,120,120,120,10
2046,Blue Stones,1987,boardgame,"Fantasy,Wargame",,4,2,120,120,120,12
2047,Up the Creek,1975,boardgame,"American West,Card Game,Nautical,Transportation",,5,2,45,45,45,5
2048,Starships,1980,boardgame,"Card Game,Children's Game,Science Fiction",,4,2,45,45,45,8
2049,Target,1997,boardgame,Card Game,,4,2,20,20,20,8
2050,Life & Death & An American Chainsaw,1987,boardgameexpansion,Expansion for Base-game,,1,1,90,90,90,10
2051,Pico,1996,boardgame,Card Game,,3,2,10,10,10,8
2053,The New Dungeon: Miniatures and Game Supplement,1989,boardgameexpansion,"Dice,Expansion for Base-game,Exploration,Fantasy,Fighting,Miniatures",,6,1,45,45,45,10
2054,Interaction,1978,boardgame,Abstract Strategy,,2,1,20,20,20,10
2056,Courier,1976,boardgame,Abstract Strategy,,2,2,20,20,20,10
2057,Starship Command II,1995,boardgameexpansion,"Aviation / Flight,Card Game,Expansion for Base-game,Science Fiction","50, 30",10,2,45,45,45,10
2058,Civilization Western Extension Map,1986,boardgameexpansion,"Ancient,Civilization,Economic,Expansion for Base-game,Negotiation",80,8,2,360,360,360,12
2059,Airline,1985,boardgame,"Aviation / Flight,Transportation","10, 12",6,1,90,90,90,10
2060,Probe,1964,boardgame,"Card Game,Deduction,Word Game","89.95, 25, 13",4,2,60,60,60,8
2061,A Line in the Sand: The Battle of Iraq,1991,boardgame,"Arabian,Negotiation,Political,Wargame",,6,2,180,180,180,10
2062,Deal Me In,1988,boardgame,Card Game,,4,2,45,45,45,10
2063,The Great Khan Game,1989,boardgame,"Bluffing,Card Game,Fantasy,Medieval","12.95, 149.00, 50, 70",6,2,90,90,90,10
2064,Neues aus dem Wichtelwald,1999,boardgameexpansion,"Card Game,Expansion for Base-game,Fantasy",,5,3,45,45,45,10
2065,Shogi,1000,boardgame,Abstract Strategy,"10.99, 20.24, 15, 13",2,2,60,60,60,8
2066,"Teufel, Teufel!",1992,boardgame,Exploration,10,6,2,60,60,60,10
2067,Double,1996,boardgame,Card Game,,6,2,30,30,30,10
2068,Der Herr der Wichtel,1999,boardgame,"Card Game,Fantasy",10,5,3,45,45,45,10
2071,Büro Crazy,1997,boardgame,Card Game,,5,3,30,30,30,10
2072,Panzer Command,1984,boardgame,"Wargame,World War II","24, 10",2,2,180,180,180,12
2073,Sixth Fleet,1985,boardgame,"Modern Warfare,Nautical,Wargame","95, 40",2,2,360,360,360,12
2074,Murphy,1989,boardgame,"Deduction,Dice,Murder/Mystery",17,6,2,60,60,60,12
2075,Restaurant,1987,boardgame,,,6,3,60,60,60,8
2076,Gulf Strike,1983,boardgame,"Modern Warfare,Wargame",30,2,2,360,360,360,12
2077,Hell's Highway,1983,boardgame,"Wargame,World War II",150,2,2,360,360,360,12
2078,Aegean Strike,1986,boardgame,"Aviation / Flight,Modern Warfare,Wargame",,2,2,360,360,360,12
2079,NATO: The Next War in Europe,1983,boardgame,"Modern Warfare,Wargame",19,2,2,240,240,240,12
2080,Central America,1987,boardgame,"Modern Warfare,Wargame","79, 45",2,2,360,360,360,12
2081,The Civil War,1983,boardgame,"American Civil War,Civil War,Post-Napoleonic,Wargame",45,2,2,1200,1200,1200,12
2082,Shell Shock!,1990,boardgame,"Wargame,World War II","50, 24",4,2,240,240,240,12
2083,Checkers,1150,boardgame,"Abstract Strategy,Comic Book / Strip","5.00, 12.49",2,2,30,30,30,6
2084,Sherlock Holmes: The Game of the Great Detective,1956,boardgame,"Deduction,Murder/Mystery,Novel-based",85,5,3,90,90,90,0
2086,Elfer raus!,1925,boardgame,"Card Game,Number",,6,2,30,30,30,7
2087,Magic Dance,1988,boardgame,"Bluffing,Children's Game,Deduction,Memory",23,6,3,45,45,45,8
2088,Coup,1975,boardgame,"Abstract Strategy,Economic,Number",15,6,2,90,90,90,10
2089,Das Letzte Kamel,1989,boardgame,Arabian,,6,2,45,45,45,8
2090,Stalingrad Pocket (first edition),1992,boardgame,"Wargame,World War II","35, 30, 20",2,2,120,120,120,15
2091,Legions of Steel,1992,boardgame,"Fighting,Miniatures,Science Fiction",100,5,2,180,180,180,12
2092,Elfengold,1991,boardgame,"Bluffing,Fantasy",,6,2,60,60,60,10
2093,Mahjong,1850,boardgame,Abstract Strategy,"51.29, 51.29, 50, 60",4,3,120,120,120,8
2094,4 First Games,1974,boardgame,Children's Game,,6,2,15,15,10,3
2095,Waldmeister,1994,boardgame,Environmental,,4,2,90,90,90,12
2096,Caprice,1999,boardgame,Abstract Strategy,,4,2,20,20,20,10
2097,Middle Sea: Empires of the Feudal Age,1979,boardgame,"Economic,Medieval,Political,Wargame",84,8,2,240,240,240,12
2098,Heresy,1995,boardgame,"Card Game,Collectible Components,Fantasy,Fighting",,5,2,90,90,90,12
2099,Online: Internet Card Game,2000,boardgame,Card Game,,6,2,60,60,60,6
2100,Myth Fortunes,1990,boardgame,"Fantasy,Novel-based",,6,2,90,90,90,10
2101,Orbit War,1992,boardgame,"Science Fiction,Wargame",20,2,2,60,60,60,12
2102,Project CIA: The Secret Formula,1973,boardgame,Spies/Secret Agents,19,4,2,60,60,60,8
2103,Project KGB: The Double Agent,1973,boardgame,"Bluffing,Deduction,Spies/Secret Agents",,4,4,30,30,30,10
2104,Speculate,1972,boardgame,Economic,,5,2,60,60,60,10
2105,Sopwith,1978,boardgame,"Aviation / Flight,Wargame,World War I",,6,2,60,60,60,8
2106,Imperium: 3rd Millennium,2001,boardgame,"Science Fiction,Wargame","59.99, 25, 2, 2",2,2,120,120,120,12
2107,The Guru's Famous Baseball Game,2001,boardgame,"Abstract Strategy,Dice,Fantasy,Sports",,32,1,30,30,30,10
2108,Starlord,1977,boardgame,"Abstract Strategy,Science Fiction",25,2,2,60,60,30,8
2109,The Game of Good Cooking,1989,boardgame,Racing,,4,2,60,60,60,0
2110,Johnny Controletti,1997,boardgame,"Bluffing,Card Game,Mafia",10,6,2,20,20,20,10
2111,Nix für Ungut!,1996,boardgame,Card Game,,5,2,45,45,45,10
2114,"Duck, Duck, Bruce",1997,boardgame,"Animals,Card Game,Children's Game","9.99, 55.00, 25",4,2,20,20,20,6
2115,Free Parking,1988,boardgame,"Card Game,Transportation",6,4,2,30,30,30,8
2116,Cardino,1969,boardgame,Card Game,"8, 10",4,2,45,45,45,10
2117,Scoop the Cash,1985,boardgame,"Card Game,Dice,Party Game",,25,2,30,30,30,10
2118,Illya Kuryakin,1966,boardgame,"Card Game,Movies / TV / Radio theme,Spies/Secret Agents",,4,2,30,30,30,10
2119,221B Baker St.: Sherlock Holmes & the Time Machine,1996,boardgame,"Deduction,Murder/Mystery,Novel-based","10, 11",6,2,45,45,45,12
2120,Looney Tunes Trading Card Game,2000,boardgame,"Card Game,Collectible Components,Movies / TV / Radio theme",,4,2,20,20,20,0
2121,The Sword and the Stars,1981,boardgame,"Civilization,Economic,Political,Science Fiction,Wargame","65, 40, 69",5,1,240,240,240,12
2122,Vampire: The Eternal Struggle,1994,boardgame,"Card Game,Collectible Components,Fighting,Horror,Political","27, 1",5,2,120,120,120,13
2123,Shadowrun: The Trading Card Game,1997,boardgame,"Card Game,Collectible Components,Fantasy,Fighting,Science Fiction","100, 25, 85",8,2,60,60,60,12
2124,Total Depth,1984,boardgame,"Economic,Industry / Manufacturing,Negotiation",40,5,2,120,120,120,12
2125,Amazons,1992,boardgame,Abstract Strategy,,2,2,30,30,30,12
2127,Overpower,1995,boardgame,"Card Game,Collectible Components,Comic Book / Strip,Fantasy,Fighting",20,2,2,30,30,30,10
2128,Warlords,1997,boardgame,"Card Game,Collectible Components,Fantasy,Fighting,Medieval",,8,2,60,60,60,10
2129,Crossbows and Catapults,1983,boardgame,"Action / Dexterity,Children's Game,Medieval",,2,2,30,30,30,6
2130,Young Jedi CCG,1999,boardgame,"Card Game,Collectible Components,Fighting,Movies / TV / Radio theme,Science Fiction",19.99,2,2,45,45,45,8
2131,Wildstorms,1995,boardgame,"Card Game,Collectible Components,Exploration,Fantasy,Fighting",,2,1,60,60,60,10
2132,Guardians,1995,boardgame,"Card Game,Collectible Components,Fantasy,Fighting","50, 30",4,2,45,45,45,12
2133,Rage,1995,boardgame,"Card Game,Collectible Components,Fighting,Horror",100,6,2,45,45,45,12
2134,Rage (second edition),1998,boardgame,"Card Game,Collectible Components,Fighting,Horror",,5,2,45,45,45,12
2135,On the Edge,1994,boardgame,"Card Game,Collectible Components,Fighting","18.00, 20",5,2,45,45,45,12
2136,Pachisi,400,boardgame,"Children's Game,Comic Book / Strip,Dice,Movies / TV / Radio theme,Novel-based,Racing","19.99, 16.78, 5",6,2,30,30,30,5
2137,Quest for the Grail,1995,boardgame,"Card Game,Collectible Components,Fantasy,Medieval",,2,2,45,45,45,0
2138,Crisis: Sinai 1973,1995,boardgame,"Modern Warfare,Wargame",58,2,2,360,360,360,12
2139,X-Files,1996,boardgame,"Card Game,Collectible Components,Deduction,Movies / TV / Radio theme",8,2,2,60,60,60,10
2140,Eldorado,1993,boardgame,"Adventure,Exploration,Racing",16,6,2,45,45,45,8
2141,Time Vectors,1986,boardgame,Abstract Strategy,,2,2,30,30,30,0
2142,GRYB Game System,2001,boardgame,"Abstract Strategy,Game System",,2,2,30,30,30,8
2143,UNO Hearts,1994,boardgame,Card Game,,8,2,30,30,30,7
2144,Ebola Monkey Hunt,1998,boardgame,"Fighting,Racing",42,6,3,60,60,60,12
2145,Domination,1986,boardgame,"Abstract Strategy,Medieval","15, 25",4,2,60,60,60,0
2146,Warlock,1980,boardgame,"Card Game,Fantasy,Fighting",,6,2,60,60,60,12
2147,Vegas,2000,boardgame,,,6,3,120,120,120,10
2148,Huzzah!,1997,boardgame,"Print & Play,Renaissance",,8,3,60,60,60,10
2149,Renfield,1999,boardgame,"Card Game,Horror,Print & Play","10, 9",7,4,60,60,60,10
2150,London's Burning,1995,boardgame,"Aviation / Flight,Wargame,World War II",99.99,2,1,360,360,360,12
2151,Stomp!,1978,boardgame,"Fantasy,Fighting",20,2,2,30,30,30,10
2152,Dingus,1999,boardgame,Card Game,,6,2,30,30,30,10
2153,Grav Armor,1982,boardgame,"Print & Play,Science Fiction,Wargame",,3,2,60,60,60,12
2154,Thunderbolt/Apache Leader,1991,boardgame,"Aviation / Flight,Modern Warfare,Wargame",50,1,1,300,300,300,12
2155,Agent of Change,1991,boardgame,Trains,,4,2,90,90,90,12
2156,Arch Rival,1992,boardgame,Action / Dexterity,"44, 35, 105",5,2,20,20,20,8
2157,Riddle of the Ring,1982,boardgame,"Adventure,Fantasy,Novel-based","300, 390",8,2,120,120,120,13
2158,Finger-Flick Sports: Baseball,1996,boardgame,"Action / Dexterity,Sports",,2,2,20,20,20,8
2159,Kimbo,1960,boardgame,Racing,,4,2,45,45,45,8
2160,Robots!,1980,boardgame,"Science Fiction,Wargame",17,4,2,120,120,120,10
2161,Tyranid Attack,1992,boardgame,"Exploration,Fighting,Horror,Miniatures,Science Fiction",,2,2,45,45,45,12
2162,"Warhammer 40,000",1993,boardgame,"Fighting,Miniatures,Science Fiction",,6,2,120,120,30,17
2163,Space Hulk,1989,boardgame,"Fighting,Miniatures,Science Fiction",,4,2,45,45,45,12
2164,Square Off,1972,boardgame,"Action / Dexterity,Puzzle,Real-time",10,2,2,10,10,10,9
2165,Pokémon Trading Card Game,1996,boardgame,"Card Game,Collectible Components,Fantasy,Fighting,Movies / TV / Radio theme","5.40, 100, 3, 5",2,2,20,20,20,7
2166,Wyvern,1994,boardgame,"Card Game,Collectible Components,Fantasy,Fighting",100,2,2,30,30,30,10
2167,Jackpot Payoff,1979,boardgame,Card Game,,4,2,45,45,45,12
2168,Hitler's War,1981,boardgame,"Wargame,World War II","20, 24, 27",3,2,300,300,300,12
2169,Arcadia: The Wyld Hunt,1996,boardgame,"Card Game,Collectible Components,Exploration,Fantasy,Fighting",250,5,1,30,30,30,10
2171,Bladder,2000,boardgame,"Abstract Strategy,Sports",30,2,2,30,30,30,6
2172,Stealth Chess,1997,boardgame,"Abstract Strategy,Deduction,Memory",4,2,2,30,30,30,10
2173,4 Player Chess,1881,boardgame,Abstract Strategy,14,4,4,45,45,45,8
2174,Coup d'etat,1966,boardgame,Card Game,"20, 15, 20",4,3,30,30,30,10
2175,Willi Wacker,1986,boardgame,Card Game,,6,3,30,30,30,8
2176,Willi,1999,boardgame,Card Game,,4,3,30,30,30,8
2177,Schickeria,1964,boardgame,Card Game,7,6,3,30,30,30,10
2178,Römer,1990,boardgame,"Ancient,Card Game",10,4,2,45,45,45,12
2179,Musketeers,1991,boardgame,"Bluffing,Card Game",10,4,2,40,40,20,8
2180,Flagship: Prometheus Unchained,2002,boardgame,"Card Game,Science Fiction",10,4,2,180,180,180,10
2181,Bridge,1925,boardgame,Card Game,30,4,4,60,60,60,12
2182,Knallbonbon,1991,boardgame,"Bluffing,Card Game",,6,4,10,10,10,10
2185,Ritter Kunibert's 12er Stich,1987,boardgame,Card Game,,6,3,15,15,15,10
2186,Dino,1987,boardgame,Prehistoric,,6,2,30,30,30,10
2187,Drachenlachen,1984,boardgame,Fantasy,,6,2,30,30,30,8
2188,Hexenstich,1994,boardgame,"Card Game,Fantasy",,6,2,10,10,10,10
2189,Pfusch,1992,boardgame,"Bluffing,City Building",45,5,2,30,30,30,8
